아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일
송도글로벌파크베르디움,송도동,74.9533,"75,500",2017,13,2024,4,13
송도푸르지오하버뷰,송도동,127.1238,"107,500",2011,7,2024,4,26
송도파크레인동일하이빌,동춘동,84.9044,"51,300",2019,21,2024,4,23
송도자이하버뷰2단지,송도동,120.745,"110,500",2011,4,2024,4,27
무지개마을,동춘동,84.965,"34,000",1995,2,2024,4,1
우성2,연수동,84.78,"41,000",1994,16,2024,4,26
송도센트럴파크푸르지오,송도동,96.934,"129,000",2015,15,2024,4,20
더샵퍼스트월드,송도동,141.162,"131,000",2009,38,2024,4,15
연수대우.삼환,동춘동,120.72,"48,000",1994,2,2024,4,20
롯데캐슬캠퍼스타운,송도동,84.578,"72,700",2016,3,2024,4,2
현대1,옥련동,84.6,"26,000",1994,11,2024,4,16
송도풍림아이원1단지,송도동,114.7008,"73,000",2005,21,2024,4,17
대동,연수동,75.12,"32,200",1993,1,2024,4,24
롯데캐슬캠퍼스타운,송도동,59.7433,"62,800",2016,26,2024,4,16
한양2,동춘동,68.36,"38,200",1994,2,2024,4,13
송도웰카운티1단지,송도동,101.69,"78,000",2008,7,2024,4,16
럭키송도,옥련동,84.765,"31,500",1993,12,2024,4,20
송도웰카운티2단지,송도동,84.97,"75,000",2007,4,2024,4,16
현대1,옥련동,84.6,"26,000",1994,10,2024,4,16
더샵송도마리나베이,송도동,84.916,"84,000",2020,11,2024,4,17
송도에듀포레푸르지오,송도동,59.941,"58,750",2016,21,2024,4,13
현대1,옥련동,84.6,"25,500",1994,8,2024,4,3
경남,연수동,70.28,"31,000",1993,9,2024,4,1
송도더샵파크애비뉴,송도동,84.05,"115,000",2018,22,2024,4,20
송도에듀포레푸르지오,송도동,59.978,"58,000",2016,28,2024,4,23
송도더샵하버뷰(D15),송도동,119.4815,"115,000",2012,6,2024,4,25
송도더샵그린애비뉴7단지,송도동,84.992,"76,500",2012,3,2024,4,19
송도웰카운티2단지,송도동,134.99,"86,000",2007,9,2024,4,17
더샵그린스퀘어,송도동,115.7688,"99,000",2014,23,2024,4,9
금호타운,선학동,124.05,"47,300",1992,4,2024,4,20
송도자이하버뷰2단지,송도동,144.361,"140,000",2011,6,2024,4,22
뉴서울,선학동,126.89,"42,500",1992,17,2024,4,20
랜드마크시티센트럴더샵,송도동,95.8548,"72,000",2020,24,2024,4,20
더샵송도마리나베이,송도동,84.9766,"71,000",2020,35,2024,4,15
랜드마크시티센트럴더샵,송도동,84.9999,"66,500",2020,11,2024,4,24
우성2,연수동,59.59,"33,300",1994,16,2024,4,9
송도더샵마스터뷰22BL,송도동,84.92,"79,000",2015,23,2024,4,15
우성2,연수동,40.5,"22,500",1994,17,2024,4,9
해모로월드뷰,송도동,84.9778,"72,500",2012,22,2024,4,8
효정,연수동,84.95,"35,000",1993,2,2024,4,12
랜드마크시티센트럴더샵,송도동,95.8548,"73,000",2020,29,2024,4,2
한양1,동춘동,101.9,"42,000",1994,11,2024,4,13
무지개마을,동춘동,84.965,"35,000",1995,4,2024,4,15
풍림1,연수동,84.96,"32,000",1992,3,2024,4,24
솔밭마을아파트,연수동,49.56,"20,000",1993,12,2024,4,16
윤성,선학동,84.93,"29,000",1995,8,2024,4,6
우성2,연수동,59.59,"34,000",1994,15,2024,4,14
롯데캐슬캠퍼스타운,송도동,84.578,"83,200",2016,40,2024,4,5
더샵그린스퀘어,송도동,84.5317,"74,500",2014,13,2024,4,2
e편한세상송도,송도동,70.5618,"57,000",2018,31,2024,4,19
송도캐슬&해모로,송도동,84.637,"63,800",2013,24,2024,4,17
럭키송도,옥련동,134.94,"39,000",1993,7,2024,4,6
쌍용,옥련동,84.98,"35,000",1998,17,2024,4,20
연수대우.삼환,동춘동,102,"48,800",1994,5,2024,4,11
래미안,동춘동,95.76,"35,000",1993,15,2024,4,12
송도더샵퍼스트파크F15BL,송도동,68.96,"90,000",2017,16,2024,4,20
송도웰카운티1단지,송도동,119.79,"85,000",2008,12,2024,4,4
롯데캐슬캠퍼스타운,송도동,101.3056,"82,000",2016,11,2024,4,3
시대,청학동,35.743,"16,450",1994,10,2024,4,2
래미안,동춘동,95.76,"36,000",1993,13,2024,4,16
랜드마크시티센트럴더샵,송도동,84.8166,"66,000",2020,7,2024,4,1
무지개마을,동춘동,59.76,"28,900",1995,1,2024,4,11
동남,동춘동,52.14,"24,000",1994,8,2024,4,23
동남,동춘동,52.14,"21,000",1994,10,2024,4,23
송도더샵센트럴시티,송도동,84.97,"82,000",2018,8,2024,4,8
아이파크송도,송도동,84.4945,"65,000",2005,4,2024,4,10
송도웰카운티2단지,송도동,134.99,"85,000",2007,6,2024,4,11
쌍용,옥련동,84.98,"35,000",1998,17,2024,4,20
경남,연수동,70.28,"32,500",1993,6,2024,4,17
더샵센트럴파크1,송도동,96.318,"91,750",2010,33,2024,4,22
송도캐슬&해모로,송도동,84.4024,"62,500",2013,23,2024,4,6
글로벌캠퍼스푸르지오,송도동,101.98,"81,000",2013,11,2024,4,20
우성2,연수동,40.5,"21,000",1994,8,2024,4,10
세경,연수동,51.75,"21,800",1997,11,2024,4,20
송도SKVIEW,송도동,84.6932,"67,000",2019,1,2024,4,10
송도SK뷰센트럴,송도동,84.6566,"79,000",2020,21,2024,4,5
우성2,연수동,40.5,"21,000",1994,3,2024,4,20
e편한세상송도,송도동,70.2331,"53,700",2018,10,2024,4,4
현대1,옥련동,59.4,"17,900",1994,4,2024,4,15
우성2,연수동,40.5,"16,900",1994,1,2024,4,21
서해,청학동,84.89,"37,200",1993,6,2024,4,10
랜드마크시티센트럴더샵,송도동,84.9999,"69,600",2020,23,2024,4,7
베르디움더퍼스트,송도동,84.9572,"67,000",2017,4,2024,4,10
한국,옥련동,84.566,"30,000",1997,13,2024,4,20
연수서해그랑블1단지,동춘동,70.77,"45,500",2017,19,2024,4,13
현대4,옥련동,84.6,"35,000",1997,13,2024,4,11
송도SKVIEW,송도동,84.6932,"71,500",2019,40,2024,4,15
해모로월드뷰,송도동,84.9778,"72,000",2012,28,2024,4,15
아주1,옥련동,84.81,"31,300",1997,17,2024,4,10
힐스테이트레이크송도2차,송도동,84.97,"73,800",2020,23,2024,4,15
랜드마크시티센트럴더샵,송도동,95.8548,"73,000",2020,34,2024,4,1
랜드마크시티센트럴더샵,송도동,84.9999,"64,500",2020,4,2024,4,19
e편한세상송도,송도동,70.5618,"57,000",2018,31,2024,4,1
글로벌캠퍼스푸르지오,송도동,115.98,"92,000",2013,23,2024,4,19
하나타운1,청학동,59.79,"28,500",1995,7,2024,4,11
하나타운1,청학동,35.81,"17,500",1995,2,2024,4,5
송도SK뷰센트럴,송도동,84.6566,"78,000",2020,19,2024,4,4
자이(xi),동춘동,95.55,"35,300",1993,2,2024,4,9
연수서해그랑블5단지,동춘동,53.5854,"27,390",2019,2,2024,4,8
e편한세상송도,송도동,84.2538,"59,500",2018,2,2024,4,12
송도풍림아이원1단지,송도동,84.7167,"52,000",2005,2,2024,4,6
송도풍림아이원2단지,송도동,84.94,"57,000",2005,17,2024,4,17
대동,동춘동,75.255,"28,900",1994,3,2024,4,18
세경,연수동,51.75,"22,000",1997,12,2024,4,15
더샵엑스포9단지,송도동,126.4763,"107,500",2009,24,2024,4,13
연수대우.삼환,동춘동,90.18,"44,400",1994,11,2024,4,13
한양1,동춘동,101.9,"42,500",1994,10,2024,4,10
대우3,동춘동,99.9595,"36,000",1993,3,2024,4,13
송도더샵센트럴시티,송도동,59.97,"62,700",2018,33,2024,4,10
송도더샵파크애비뉴,송도동,84.4,"113,500",2018,22,2024,4,10
송도풍림아이원6단지,송도동,156.4122,"80,000",2005,5,2024,4,8
송도자이하버뷰1단지,송도동,95.393,"84,000",2011,14,2024,4,15
송도풍림아이원2단지,송도동,84.94,"63,500",2005,15,2024,4,12
아주1,옥련동,29.7,"14,300",1997,13,2024,4,6
더샵송도프라임뷰25BL,송도동,107.6,"112,000",2021,8,2024,4,8
대림3,동춘동,53.01,"20,500",1993,4,2024,4,12
연수서해그랑블1단지,동춘동,84.98,"53,500",2017,19,2024,4,4
랜드마크시티센트럴더샵,송도동,84.9999,"69,000",2020,44,2024,4,9
송도더샵센트럴시티,송도동,72.99,"69,000",2018,33,2024,4,6
동춘마을,동춘동,59.36,"23,000",1994,5,2024,4,8
송도더샵그린애비뉴8단지,송도동,84.992,"81,500",2012,9,2024,4,1
e편한세상송도,송도동,70.5618,"41,000",2018,8,2024,4,16
더샵송도프라임뷰25BL,송도동,121.18,"137,000",2021,12,2024,4,6
송도아트윈푸르지오,송도동,114.95,"105,000",2015,26,2024,4,12
송도더샵하버뷰(D15),송도동,114.7704,"111,500",2012,7,2024,4,15
송도풍림아이원2단지,송도동,84.94,"63,500",2005,15,2024,4,9
글로벌캠퍼스푸르지오,송도동,94.99,"73,500",2013,28,2024,4,17
더샵송도프라임뷰25BL,송도동,107.6,"112,000",2021,13,2024,4,10
더샵송도프라임뷰20BL,송도동,84.97,"97,500",2022,18,2024,4,5
송도풍림아이원3단지,송도동,84.94,"55,000",2005,6,2024,4,2
송도더샵마스터뷰21BL,송도동,84.92,"83,000",2015,24,2024,4,10
송도더샵마스터뷰22BL,송도동,84.92,"78,000",2015,2,2024,4,10
송도더샵퍼스트파크F14BL,송도동,84.9,"99,500",2017,6,2024,4,12
대동,연수동,52.14,"27,600",1993,3,2024,4,1
송도웰카운티1단지,송도동,119.91,"82,500",2008,7,2024,4,2
시대,청학동,49.585,"21,700",1994,2,2024,4,7
더샵센트럴파크1,송도동,96.318,"81,000",2010,42,2024,4,13
랜드마크시티센트럴더샵,송도동,84.8166,"66,000",2020,7,2024,4,1
더샵엑스포10단지,송도동,128.4673,"88,500",2009,2,2024,4,8
송도더샵센트럴시티,송도동,72.99,"73,800",2018,25,2024,4,7
더샵그린스퀘어,송도동,84.8669,"76,000",2014,9,2024,4,7
송도금호어울림,송도동,134.58,"74,000",2005,6,2024,4,12
우성2,연수동,59.59,"34,000",1994,15,2024,4,14
힐스테이트레이크송도1차,송도동,84.93,"67,500",2019,16,2024,4,1
송도더샵그린워크3차(18-1블럭),송도동,84.73,"77,000",2015,3,2024,4,13
서해,옥련동,74.055,"29,000",1995,10,2024,4,1
한화포레나인천연수,선학동,84.7127,"60,000",2023,16,2024,4,15
무지개마을,동춘동,59.76,"29,500",1995,4,2024,4,10
럭키송도,옥련동,84.765,"27,500",1993,10,2024,4,8
송도더샵센트럴시티,송도동,59.99,"59,900",2018,17,2024,4,6
베르디움더퍼스트,송도동,84.9572,"69,500",2017,11,2024,4,15
송도아메리칸타운아이파크,송도동,84.4661,"82,000",2018,6,2024,4,12
송도오션파크베르디움,송도동,75.9833,"57,000",2020,4,2024,4,11
삼성,옥련동,59.98,"24,800",1996,15,2024,4,8
송도더샵파크애비뉴,송도동,59.53,"82,000",2018,22,2024,4,15
송도오션파크베르디움,송도동,84.9128,"57,000",2020,3,2024,4,8
무지개마을,동춘동,59.76,"30,000",1995,6,2024,4,6
대림3,동춘동,53.01,"18,700",1993,5,2024,4,9
동남,동춘동,52.14,"22,900",1994,7,2024,4,14
시대,청학동,35.743,"16,000",1994,12,2024,4,15
송도센트럴파크푸르지오,송도동,96.934,"130,000",2015,14,2024,4,4
성지리벨루스,송도동,134.507,"74,500",2006,5,2024,4,12
송도오션파크베르디움,송도동,84.847,"67,400",2020,44,2024,4,10
송도자이하버뷰2단지,송도동,144.361,"145,000",2011,4,2024,4,9
"승기마을,연수1차시영",연수동,26.82,"9,500",1992,1,2024,4,11
송도에듀포레푸르지오,송도동,72.253,"68,800",2016,35,2024,4,14
솔밭마을아파트,연수동,49.56,"21,000",1993,14,2024,4,10
대림,동춘동,96.74,"44,000",1993,4,2024,4,6
송도에듀포레푸르지오,송도동,84.852,"77,900",2016,34,2024,4,14
e편한세상송도,송도동,70.3826,"53,300",2018,15,2024,4,8
동남,동춘동,52.14,"23,000",1994,13,2024,4,13
송도자이하버뷰2단지,송도동,94.477,"80,000",2011,14,2024,4,6
베르디움더퍼스트,송도동,84.9572,"69,300",2017,7,2024,4,5
더샵송도마리나베이,송도동,84.9738,"71,000",2020,26,2024,4,7
현대2차아파트,옥련동,84.6,"36,000",1995,8,2024,4,14
더샵그린스퀘어,송도동,84.5317,"75,000",2014,23,2024,4,8
송도파크레인동일하이빌,동춘동,84.9948,"50,300",2019,10,2024,4,4
한양2,동춘동,68.36,"36,500",1994,1,2024,4,6
건영,동춘동,84.945,"37,300",1994,3,2024,4,10
송도더샵센트럴시티,송도동,59.99,"60,500",2018,24,2024,4,8
송도더샵센트럴시티,송도동,84.97,"85,000",2018,42,2024,4,10
송도더샵퍼스트파크F15BL,송도동,84.9,"108,000",2017,7,2024,4,7
송도글로벌파크베르디움,송도동,74.9533,"78,000",2017,20,2024,4,12
글로벌캠퍼스푸르지오,송도동,101.98,"87,000",2013,34,2024,4,1
솔밭마을아파트,연수동,49.56,"21,500",1993,10,2024,4,7
송도금호어울림,송도동,84.89,"61,000",2005,8,2024,4,11
하나타운1,청학동,35.81,"14,900",1995,5,2024,4,12
송도더샵퍼스트파크F15BL,송도동,84.9,"109,700",2017,22,2024,4,8
송도에듀포레푸르지오,송도동,59.941,"58,000",2016,29,2024,4,8
베르디움더퍼스트,송도동,74.5812,"64,500",2017,13,2024,4,5
글로벌캠퍼스푸르지오,송도동,115.93,"85,000",2013,12,2024,4,5
송도에듀포레푸르지오,송도동,84.852,"79,200",2016,21,2024,4,5
동남,동춘동,52.14,"21,800",1994,4,2024,4,2
송도에듀포레푸르지오,송도동,84.517,"75,000",2016,32,2024,4,10
동남,동춘동,52.14,"21,500",1994,14,2024,4,10
송도캐슬&해모로,송도동,123.422,"80,000",2013,22,2024,4,8
송도캐슬&해모로,송도동,84.4691,"60,000",2013,13,2024,4,5
우주,연수동,84.975,"28,100",1992,5,2024,4,4
더샵송도마리나베이,송도동,84.9766,"70,000",2020,12,2024,4,3
쌍용,옥련동,84.98,"33,000",1998,1,2024,4,11
송도에듀포레푸르지오,송도동,105.919,"87,000",2016,7,2024,4,10
베르디움더퍼스트,송도동,113.3964,"85,000",2017,27,2024,4,11
서해,옥련동,59.885,"21,900",1995,11,2024,4,9
아이파크송도,송도동,101.617,"77,000",2005,12,2024,4,7
송도더샵퍼스트파크F13-1BL,송도동,84.9,"102,000",2017,26,2024,4,3
동남,연수동,104.88,"41,000",1994,14,2024,4,8
송도SKVIEW,송도동,84.6541,"68,000",2019,4,2024,4,6
송도더샵파크애비뉴,송도동,59.94,"85,000",2018,36,2024,4,6
풍림2,동춘동,45.36,"25,300",1993,4,2024,4,6
송도더샵센트럴시티,송도동,59.97,"63,500",2018,21,2024,4,6
송도오션파크베르디움,송도동,84.9128,"64,500",2020,11,2024,4,1
송도글로벌파크베르디움,송도동,63.9721,"70,000",2017,28,2024,4,10
연수대우.삼환,동춘동,90.18,"39,500",1994,1,2024,4,2
송도아트윈푸르지오,송도동,84.97,"83,000",2015,36,2024,4,3
풍림2,동춘동,45.36,"25,000",1993,8,2024,4,8
인천송도힐스테이트3단지,송도동,142.1275,"82,000",2011,10,2024,4,3
송도SKVIEW,송도동,84.6541,"70,500",2019,7,2024,4,3
대동,연수동,52.14,"27,000",1993,13,2024,4,5
동춘마을,동춘동,59.3,"26,800",1994,2,2024,4,9
송도웰카운티3단지,송도동,118.02,"84,500",2010,18,2024,4,1
삼용,청학동,84.96,"42,000",1994,8,2024,4,8
송도SK뷰센트럴,송도동,84.7854,"76,000",2020,28,2024,4,3
연수주공2차,연수동,41.3,"16,000",1992,15,2024,4,6
송도SK뷰센트럴,송도동,84.6566,"77,000",2020,14,2024,4,5
더샵엑스포9단지,송도동,113.7554,"88,500",2009,2,2024,4,1
동남,동춘동,52.14,"20,000",1994,15,2024,4,2
동남,동춘동,52.14,"21,500",1994,14,2024,4,2
우성2,연수동,59.59,"32,300",1994,21,2024,4,6
송도오션파크베르디움,송도동,75.9833,"59,000",2020,20,2024,4,5
현대1,동춘동,84.97,"46,000",1993,1,2024,4,2
희영무지개,선학동,59.82,"22,700",1995,13,2024,4,5
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,5,2024,4,1
베르디움더퍼스트,송도동,84.9572,"69,300",2017,7,2024,4,5
우성2,연수동,40.5,"19,800",1994,7,2024,4,5
송도자이하버뷰2단지,송도동,144.957,"149,000",2011,5,2024,4,1
글로벌캠퍼스푸르지오,송도동,115.98,"83,000",2013,8,2024,4,1
현대4,옥련동,84.6,"35,400",1997,9,2024,4,2
더샵그린워크1차,송도동,59.9201,"63,000",2014,20,2024,4,3
대동,연수동,52.14,"26,800",1993,13,2024,4,4
풍림2,동춘동,45.36,"25,000",1993,10,2024,4,2
"승기마을,연수1차시영",연수동,26.82,"12,500",1992,7,2024,4,4
영남송도,옥련동,58.32,"26,460",1984,5,2024,4,1
송도더샵퍼스트파크F13-1BL,송도동,84.9,"93,000",2017,41,2024,4,2
풍림2,동춘동,45.36,"25,850",1993,3,2024,4,2
송도더샵센트럴시티,송도동,72.99,"74,000",2018,30,2024,5,10
송도더샵센트럴시티,송도동,72.99,"72,000",2018,14,2024,5,11
송도웰카운티3단지,송도동,101.53,"86,000",2010,23,2024,5,18
e편한세상송도,송도동,70.2331,"56,300",2018,37,2024,5,18
더샵송도마리나베이,송도동,84.202,"69,000",2020,27,2024,5,1
우성2,연수동,84.78,"40,800",1994,14,2024,5,17
힐스테이트레이크송도3차,송도동,99.1,"94,500",2023,23,2024,5,28
랜드마크시티센트럴더샵,송도동,84.9999,"69,500",2020,17,2024,5,29
송도풍림아이원1단지,송도동,84.7167,"57,000",2005,6,2024,5,31
글로벌캠퍼스푸르지오,송도동,115.98,"80,000",2013,17,2024,5,31
인천송도힐스테이트3단지,송도동,142.359,"76,000",2011,2,2024,5,29
자이(xi),동춘동,95.55,"39,000",1993,13,2024,5,28
e편한세상송도,송도동,70.5618,"57,500",2018,14,2024,5,28
래미안,동춘동,95.76,"38,000",1993,7,2024,5,25
우성,옥련동,84.692,"28,500",1996,5,2024,5,30
호반써밋송도,송도동,84.7005,"61,500",2023,43,2024,5,28
대림3,동춘동,53.01,"20,000",1993,3,2024,5,27
성호,청학동,84.02,"38,800",1993,7,2024,5,27
송도더샵센트럴시티,송도동,59.97,"63,000",2018,27,2024,5,27
서해,청학동,84.89,"36,000",1993,6,2024,5,28
하나타운2,동춘동,99.42,"35,000",1994,4,2024,5,25
송도오션파크베르디움,송도동,84.847,"64,750",2020,22,2024,5,28
대동,연수동,75.12,"37,500",1993,9,2024,5,31
글로벌캠퍼스푸르지오,송도동,101.99,"85,500",2013,4,2024,5,25
우성,옥련동,84.692,"30,500",1996,11,2024,5,30
더샵센트럴파크2,송도동,101.9456,"94,000",2011,29,2024,5,25
송도파크자이,동춘동,76.9835,"47,000",2019,2,2024,5,28
더샵센트럴파크2,송도동,134.8097,"120,000",2011,34,2024,5,20
힐스테이트레이크송도2차,송도동,84.96,"76,700",2020,30,2024,5,27
연수대우.삼환,동춘동,90.18,"39,500",1994,19,2024,5,28
연수대우.삼환,동춘동,90.18,"39,800",1994,3,2024,5,28
우성,옥련동,59.929,"26,000",1996,17,2024,5,31
송도더샵하버뷰(D13),송도동,101.067,"96,000",2011,6,2024,5,27
더샵그린워크1차,송도동,59.9201,"60,000",2014,11,2024,5,30
현대2차아파트,옥련동,84.6,"36,500",1995,15,2024,5,25
경남,연수동,84.935,"33,700",1993,3,2024,5,20
송도더샵퍼스트파크F13-1BL,송도동,95.81,"125,000",2017,24,2024,5,26
대림3,동춘동,53.01,"19,800",1993,3,2024,5,20
원흥,옥련동,59.86,"18,000",1994,5,2024,5,21
더샵그린워크1차,송도동,59.9201,"60,000",2014,11,2024,5,30
더샵엑스포9단지,송도동,116.3387,"95,000",2009,22,2024,5,18
더샵퍼스트월드,송도동,141.162,"137,500",2009,39,2024,5,29
송도에듀포레푸르지오,송도동,59.859,"58,250",2016,34,2024,5,17
e편한세상송도,송도동,70.5618,"55,800",2018,10,2024,5,31
현대4,옥련동,84.6,"34,000",1997,16,2024,5,14
베르디움더퍼스트,송도동,84.8153,"71,000",2017,28,2024,5,27
송도더샵센트럴시티,송도동,59.97,"63,500",2018,19,2024,5,23
e편한세상송도,송도동,84.2538,"66,000",2018,23,2024,5,30
송도더샵하버뷰(D15),송도동,84.919,"79,000",2012,14,2024,5,23
송도더샵퍼스트파크F14BL,송도동,84.94,"100,000",2017,23,2024,5,24
윤성,선학동,59.86,"23,400",1995,10,2024,5,20
건영,동춘동,84.945,"35,800",1994,3,2024,5,22
래미안,동춘동,95.76,"38,500",1993,7,2024,5,26
한양2,동춘동,68.36,"36,000",1994,4,2024,5,25
송도SKVIEW,송도동,84.6932,"67,500",2019,2,2024,5,13
랜드마크시티센트럴더샵,송도동,84.9999,"67,700",2020,24,2024,5,28
송도풍림아이원2단지,송도동,84.94,"56,000",2005,11,2024,5,29
우성2,연수동,40.5,"21,000",1994,13,2024,5,24
송도더샵그린애비뉴8단지,송도동,129.1677,"126,000",2012,10,2024,5,20
송도풍림아이원4단지,송도동,114.8862,"64,500",2005,4,2024,5,23
