아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일
송도더샵센트럴시티,송도동,72.99,"74,500",2018,36,2024,9,6
글로벌캠퍼스푸르지오,송도동,94.98,"79,000",2013,2,2024,9,8
랜드마크시티센트럴더샵,송도동,84.9999,"64,900",2020,3,2024,9,7
동남,동춘동,52.14,"21,000",1994,10,2024,9,14
연수서해그랑블1단지,동춘동,84.98,"52,500",2017,7,2024,9,5
동남,동춘동,52.14,"22,200",1994,8,2024,9,10
연수서해그랑블1단지,동춘동,84.95,"51,000",2017,23,2024,9,8
영남송도,옥련동,56.16,"21,000",1984,4,2024,9,2
호반써밋송도,송도동,84.8714,"70,000",2023,44,2024,9,4
송도자이하버뷰1단지,송도동,94.477,"75,200",2011,16,2024,9,12
송도풍림아이원4단지,송도동,114.8862,"67,500",2005,5,2024,9,13
솔밭마을아파트,연수동,49.56,"20,000",1993,2,2024,9,9
송도코오롱더프라우3단지,송도동,206.704,"218,000",2012,19,2024,9,2
송도SKVIEW,송도동,84.6932,"74,000",2019,22,2024,9,11
대림,연수동,84.795,"38,500",1993,15,2024,9,3
동남,동춘동,52.14,"24,500",1994,8,2024,9,2
시대,청학동,49.585,"25,900",1994,6,2024,9,12
e편한세상송도,송도동,70.3826,"55,000",2018,20,2024,9,5
우성2,연수동,59.59,"31,500",1994,2,2024,9,12
럭키송도,옥련동,84.765,"31,000",1993,17,2024,9,3
영남,연수동,84.94,"28,000",1992,5,2024,9,7
송도아트윈푸르지오,송도동,84.98,"78,000",2015,25,2024,9,3
송도풍림아이원2단지,송도동,84.94,"56,700",2005,5,2024,9,11
무지개마을,동춘동,59.76,"33,000",1995,10,2024,9,3
시대,청학동,49.585,"25,900",1994,6,2024,9,12
송도더샵마스터뷰23-1BL,송도동,72.59,"79,500",2015,14,2024,9,4
송도풍림아이원3단지,송도동,84.94,"53,300",2005,5,2024,9,20
더샵센트럴파크1,송도동,78.2961,"62,000",2010,31,2024,9,4
뉴서울,선학동,84.53,"32,000",1992,16,2024,9,6
송도더샵센트럴시티,송도동,72.99,"72,000",2018,22,2024,9,7
송도더샵그린워크3차(18-1블럭),송도동,84.73,"80,000",2015,27,2024,9,10
더샵엑스포6단지,송도동,118.2142,"93,000",2009,10,2024,9,7
송도더샵그린워크3차(17-1블럭),송도동,84.72,"78,000",2015,24,2024,9,5
세경,연수동,51.75,"22,900",1997,13,2024,9,10
"승기마을,연수1차시영",연수동,26.82,"12,500",1992,9,2024,9,4
태산,연수동,84.56,"38,500",1993,10,2024,9,3
태산,연수동,84.56,"38,500",1993,11,2024,9,3
송도더샵마스터뷰22BL,송도동,84.92,"81,600",2015,15,2024,9,9
세경,연수동,51.75,"21,000",1997,2,2024,9,9
더샵그린스퀘어,송도동,98.2428,"87,000",2014,38,2024,9,6
현대4,옥련동,84.6,"31,500",1997,1,2024,9,9
연수푸르지오1단지,연수동,122.95,"54,500",2011,21,2024,9,9
롯데캐슬,송도동,110.253,"56,000",2012,24,2024,9,9
더샵엑스포6단지,송도동,118.2142,"94,000",2009,15,2024,9,4
태산,연수동,84.56,"35,000",1993,9,2024,9,3
송도오션파크베르디움,송도동,75.9833,"58,800",2020,19,2024,9,2
더샵엑스포9단지,송도동,84.9871,"80,000",2009,20,2024,9,2
송도에듀포레푸르지오,송도동,72.217,"67,200",2016,25,2024,9,7
송도에듀포레푸르지오,송도동,72.217,"67,200",2016,25,2024,9,7
송도에듀포레푸르지오,송도동,72.217,"67,200",2016,25,2024,9,7
글로벌캠퍼스푸르지오,송도동,101.25,"80,000",2013,3,2024,9,7
우성2,연수동,40.5,"22,000",1994,19,2024,9,6
하나타운1,청학동,59.79,"26,800",1995,8,2024,9,5
동남,동춘동,52.14,"23,500",1994,9,2024,9,5
우성2,연수동,40.5,"21,900",1994,16,2024,9,4
현대2차아파트,옥련동,59.985,"26,300",1995,11,2024,9,5
대우1,연수동,127.89,"43,000",1992,7,2024,9,2
송도더샵센트럴시티,송도동,59.97,"63,800",2018,18,2024,9,3
아주1,옥련동,84.81,"32,900",1997,4,2024,9,2
아이파크송도,송도동,84.4945,"69,000",2005,12,2024,9,5
현대4,옥련동,59.985,"24,800",1997,3,2024,9,3
송도파크레인동일하이빌,동춘동,74.2443,"49,000",2019,4,2024,9,2
송도더샵마스터뷰22BL,송도동,84.92,"80,000",2015,4,2024,9,4
더샵송도마리나베이,송도동,84.202,"70,000",2020,11,2024,9,4
백산2,옥련동,84.8,"29,500",1997,16,2024,9,3
송도더샵그린워크3차(18-1블럭),송도동,115.14,"110,000",2015,10,2024,9,2
송도파크자이,동춘동,76.7563,"50,500",2019,22,2024,9,3
대우1,연수동,101.76,"36,500",1992,15,2024,9,2
연수주공2차,연수동,41.3,"15,500",1992,1,2024,9,3
연수주공2차,연수동,49.94,"18,000",1992,15,2024,9,2
연수서해그랑블1단지,동춘동,70.75,"44,300",2017,6,2024,9,3
롯데캐슬캠퍼스타운,송도동,101.3056,"84,000",2016,4,2024,9,2
송도더샵퍼스트파크F14BL,송도동,108.08,"133,000",2017,9,2024,10,25
베르디움더퍼스트,송도동,63.9029,"57,500",2017,21,2024,10,28
송도아메리칸타운아이파크,송도동,84.4661,"83,500",2018,25,2024,10,29
송도더샵센트럴시티,송도동,59.97,"59,500",2018,2,2024,10,9
송도캐슬&해모로,송도동,84.4433,"60,000",2013,16,2024,10,23
인천송도힐스테이트5단지,송도동,142.1275,"79,000",2011,4,2024,10,22
송도더샵센트럴시티,송도동,84.97,"80,500",2018,4,2024,10,5
송도웰카운티1단지,송도동,84.97,"73,000",2008,9,2024,10,3
연수서해그랑블1단지,동춘동,84.84,"46,000",2017,2,2024,10,31
더샵송도마리나베이,송도동,84.202,"70,000",2020,15,2024,10,29
성호,청학동,84.02,"38,300",1993,6,2024,10,31
더샵퍼스트월드,송도동,116.125,"87,000",2009,11,2024,10,30
뉴서울,선학동,84.53,"31,500",1992,8,2024,10,25
송도웰카운티3단지,송도동,101.53,"85,000",2010,23,2024,10,3
글로벌캠퍼스푸르지오,송도동,94.98,"82,000",2013,13,2024,10,23
송도더샵센트럴시티,송도동,72.99,"69,000",2018,5,2024,10,31
송도풍림아이원1단지,송도동,114.7008,"66,300",2005,4,2024,10,18
"태산,대진.정광아파트",선학동,64.38,"20,000",1991,5,2024,10,23
힐스테이트레이크송도2차,송도동,84.96,"73,300",2020,15,2024,10,22
송도더샵하버뷰(D14),송도동,101.454,"90,000",2011,5,2024,10,30
힐스테이트레이크송도2차,송도동,84.96,"65,000",2020,2,2024,10,23
송도더샵하버뷰(D13),송도동,147.823,"188,000",2011,28,2024,10,24
e편한세상송도,송도동,70.5618,"55,000",2018,3,2024,10,24
송도더샵퍼스트파크F15BL,송도동,95.87,"119,800",2017,18,2024,10,26
현대1,옥련동,71.265,"20,000",1994,11,2024,10,23
랜드마크시티센트럴더샵,송도동,95.8548,"71,500",2020,3,2024,10,30
송도더샵그린애비뉴7단지,송도동,84.992,"85,000",2012,12,2024,10,30
송도더샵마스터뷰22BL,송도동,148.72,"143,000",2015,8,2024,10,21
솔밭마을아파트,연수동,49.56,"20,700",1993,2,2024,10,30
원흥,옥련동,59.86,"20,900",1994,9,2024,10,26
랜드마크시티센트럴더샵,송도동,84.9999,"65,800",2020,19,2024,10,6
해모로월드뷰,송도동,113.9066,"86,000",2012,11,2024,10,23
뉴서울,선학동,84.53,"34,500",1992,15,2024,10,25
랜드마크시티센트럴더샵,송도동,84.9999,"71,000",2020,26,2024,10,30
더샵퍼스트월드,송도동,146.7,"123,000",2009,53,2024,10,31
연수1차시영(영구임대),연수동,40.32,"22,500",1992,10,2024,10,28
"승기마을,연수1차시영",연수동,26.82,"12,250",1992,6,2024,10,31
송도더샵하버뷰(D15),송도동,119.4815,"122,500",2012,14,2024,10,26
더샵그린스퀘어,송도동,98.2428,"83,000",2014,10,2024,10,23
더샵송도프라임뷰20BL,송도동,84.97,"95,500",2022,27,2024,10,15
뉴서울,선학동,84.53,"36,000",1992,16,2024,10,30
더샵엑스포10단지,송도동,84.9871,"70,000",2009,11,2024,10,22
송도아트윈푸르지오,송도동,84.98,"81,000",2015,37,2024,10,22
랜드마크시티센트럴더샵,송도동,84.9999,"71,000",2020,31,2024,10,26
송도더샵센트럴시티,송도동,59.99,"62,000",2018,38,2024,10,26
대동,연수동,52.14,"26,000",1993,2,2024,10,2
아주,선학동,84.06,"24,500",1992,4,2024,10,21
e편한세상송도,송도동,70.2331,"55,000",2018,15,2024,10,31
랜드마크시티센트럴더샵,송도동,84.9999,"64,500",2020,6,2024,10,31
송도자이하버뷰2단지,송도동,95.393,"80,000",2011,22,2024,10,20
랜드마크시티센트럴더샵,송도동,84.7966,"66,000",2020,34,2024,10,16
힐스테이트레이크송도1차,송도동,84.92,"70,000",2019,4,2024,10,30
송도웰카운티3단지,송도동,101.53,"88,000",2010,21,2024,10,29
서해,옥련동,84.855,"27,000",1995,10,2024,10,30
시대,청학동,35.743,"17,900",1994,7,2024,10,23
용담마을,청학동,49.995,"22,500",1994,5,2024,10,30
베르디움더퍼스트,송도동,63.9487,"59,800",2017,5,2024,10,26
힐스테이트레이크송도3차,송도동,99.89,"93,500",2023,17,2024,10,29
송도더샵하버뷰(D13),송도동,118.459,"130,000",2011,8,2024,10,19
풍림,옥련동,84.81,"33,000",1998,1,2024,10,28
송도더샵하버뷰(D13),송도동,118.459,"137,000",2011,15,2024,10,25
성호,청학동,84.02,"37,500",1993,7,2024,10,16
송학,청학동,49.68,"14,000",1990,3,2024,10,30
송도SK뷰센트럴,송도동,84.6566,"82,000",2020,6,2024,10,29
태평,옥련동,84.74,"27,900",1997,4,2024,10,31
송도SKVIEW,송도동,84.6932,"73,800",2019,30,2024,10,24
베르디움더퍼스트,송도동,63.9487,"56,250",2017,1,2024,10,28
랜드마크시티센트럴더샵,송도동,84.9999,"64,500",2020,6,2024,10,31
세경,연수동,51.75,"21,500",1997,6,2024,10,23
글로벌캠퍼스푸르지오,송도동,101.99,"86,500",2013,8,2024,10,25
하나타운1,청학동,84.905,"36,800",1995,11,2024,10,18
송도파크자이,동춘동,84.9246,"57,000",2019,15,2024,10,17
송도더샵하버뷰(D13),송도동,116.316,"133,000",2011,14,2024,10,28
하나타운1,청학동,59.79,"28,000",1995,9,2024,10,18
하나타운1,청학동,35.81,"15,000",1995,8,2024,10,26
아주1,옥련동,29.7,"14,800",1997,13,2024,10,22
롯데캐슬캠퍼스타운,송도동,59.9715,"62,300",2016,23,2024,10,16
럭키송도,옥련동,134.94,"35,000",1993,3,2024,10,20
럭키송도,옥련동,101.49,"32,800",1993,5,2024,10,21
럭키송도,옥련동,68.61,"28,300",1993,17,2024,10,24
풍림2,동춘동,45.36,"24,000",1993,10,2024,10,31
송도풍림아이원1단지,송도동,114.7008,"66,300",2005,4,2024,10,18
아주,동춘동,84.78,"28,500",1994,2,2024,10,22
한양1,동춘동,101.9,"40,000",1994,3,2024,10,31
송도풍림아이원2단지,송도동,84.94,"57,500",2005,12,2024,10,19
더샵퍼스트월드,송도동,123.02,"110,000",2009,31,2024,10,30
랜드마크시티센트럴더샵,송도동,84.8166,"67,000",2020,8,2024,10,25
랜드마크시티센트럴더샵,송도동,84.9999,"67,000",2020,47,2024,10,15
더샵그린스퀘어,송도동,115.7688,"102,000",2014,34,2024,10,21
더샵퍼스트월드,송도동,101.748,"80,000",2009,39,2024,10,19
송도더샵센트럴시티,송도동,84.97,"90,000",2018,38,2024,10,30
송도더샵센트럴시티,송도동,72.99,"74,500",2018,17,2024,10,27
송도더샵파크애비뉴,송도동,68.64,"101,700",2018,38,2024,10,16
송도더샵센트럴시티,송도동,59.97,"66,500",2018,29,2024,10,27
더샵퍼스트월드,송도동,101.748,"78,700",2009,27,2024,10,18
연수서해그랑블5단지,동춘동,59.715,"34,000",2019,5,2024,10,21
송도더샵센트럴시티,송도동,59.97,"62,900",2018,20,2024,10,21
송도아메리칸타운아이파크,송도동,64.168,"60,000",2018,26,2024,10,21
더샵그린스퀘어,송도동,115.7688,"88,000",2014,18,2024,10,29
e편한세상송도,송도동,70.5618,"58,000",2018,20,2024,10,13
송도SK뷰센트럴,송도동,84.6566,"80,500",2020,22,2024,10,31
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,14,2024,10,4
송도파크레인동일하이빌,동춘동,74.2443,"48,700",2019,6,2024,10,26
우성2,연수동,84.78,"44,000",1994,3,2024,10,17
송도더샵퍼스트파크F14BL,송도동,108.08,"133,000",2017,9,2024,10,25
해모로월드뷰,송도동,113.9066,"88,000",2012,19,2024,10,28
유천,연수동,84.87,"33,000",1993,9,2024,10,25
송도SKVIEW,송도동,84.6932,"72,300",2019,40,2024,10,7
유천,연수동,60.07,"27,800",1993,10,2024,10,9
우성2,연수동,59.59,"35,000",1994,3,2024,10,29
송도더샵센트럴시티,송도동,59.97,"59,500",2018,2,2024,10,9
베르디움더퍼스트,송도동,74.9413,"66,500",2017,21,2024,10,11
송도더샵마스터뷰21BL,송도동,72.59,"70,500",2015,8,2024,10,16
송도푸르지오하버뷰,송도동,127.1238,"117,000",2011,30,2024,10,11
베르디움더퍼스트,송도동,74.9413,"65,500",2017,4,2024,10,31
더샵송도마리나베이,송도동,84.9738,"69,000",2020,9,2024,10,18
송도더샵그린워크3차(17-1블럭),송도동,69.91,"67,700",2015,14,2024,10,18
더샵그린스퀘어,송도동,98.2428,"84,000",2014,35,2024,10,17
해모로월드뷰,송도동,84.9207,"76,000",2012,30,2024,10,22
건영,동춘동,84.945,"33,500",1994,5,2024,10,21
럭키송도,옥련동,84.765,"26,800",1993,1,2024,10,10
더샵송도마리나베이,송도동,84.9738,"67,400",2020,22,2024,10,4
한양1,동춘동,101.9,"44,500",1994,6,2024,10,21
베르디움더퍼스트,송도동,84.8153,"71,000",2017,21,2024,10,30
동남,동춘동,52.14,"21,800",1994,3,2024,10,29
송도풍림아이원2단지,송도동,84.94,"56,900",2005,7,2024,10,24
송도이안,송도동,131.76,"62,000",2006,5,2024,10,21
옥련2우성,옥련동,84.74,"39,000",2002,14,2024,10,29
"승기마을,연수1차시영",연수동,50.67,"21,000",1992,10,2024,10,31
송도오션파크베르디움,송도동,75.9833,"62,300",2020,35,2024,10,19
송도더샵하버뷰(D13),송도동,101.319,"103,000",2011,3,2024,10,23
랜드마크시티센트럴더샵,송도동,84.7966,"65,000",2020,36,2024,10,9
뉴서울,선학동,84.53,"31,400",1992,5,2024,10,11
송도더샵퍼스트파크F13-1BL,송도동,84.94,"101,500",2017,24,2024,10,26
송도아메리칸타운아이파크,송도동,84.4661,"84,500",2018,25,2024,10,29
송도SK뷰센트럴,송도동,84.7854,"78,500",2020,5,2024,10,11
우성1,연수동,160.03,"53,600",1994,7,2024,10,16
송도더샵퍼스트파크F15BL,송도동,84.94,"113,000",2017,15,2024,10,14
우주,연수동,84.975,"24,500",1992,4,2024,10,5
문남마을,연수동,49.24,"19,500",1994,1,2024,10,15
대동,선학동,84.4,"30,400",1992,6,2024,10,28
글로벌캠퍼스푸르지오,송도동,84.98,"75,000",2013,11,2024,10,19
현대4,옥련동,59.985,"28,000",1997,6,2024,10,10
현대4,옥련동,84.6,"35,500",1997,6,2024,10,4
현대4,옥련동,84.6,"37,400",1997,7,2024,10,14
해모로월드뷰,송도동,84.8507,"71,000",2012,28,2024,10,18
송도웰카운티4단지,송도동,84.87,"73,000",2010,5,2024,10,27
대동,동춘동,84.585,"33,500",1994,2,2024,10,16
영남,연수동,84.8,"29,000",1992,1,2024,10,9
아이파크송도,송도동,101.617,"70,000",2005,6,2024,10,28
송도풍림아이원2단지,송도동,84.94,"57,000",2005,7,2024,10,23
연수대우.삼환,동춘동,120.72,"47,000",1994,9,2024,10,17
글로벌캠퍼스푸르지오,송도동,101.25,"84,000",2013,28,2024,10,22
송도더샵센트럴시티,송도동,72.99,"73,300",2018,8,2024,10,27
송도오션파크베르디움,송도동,75.9833,"60,000",2020,34,2024,10,16
더샵그린워크1차,송도동,101.9294,"85,000",2014,16,2024,10,1
현대4,옥련동,59.985,"28,500",1997,18,2024,10,15
송도에듀포레푸르지오,송도동,72.217,"67,300",2016,9,2024,10,26
랜드마크시티센트럴더샵,송도동,84.9999,"65,800",2020,11,2024,10,12
송도더샵센트럴시티,송도동,59.99,"62,500",2018,23,2024,10,5
송도에듀포레푸르지오,송도동,59.941,"60,000",2016,12,2024,10,15
송도아메리칸타운아이파크,송도동,101.6035,"109,000",2018,38,2024,10,18
태산,연수동,84.56,"33,700",1993,5,2024,10,9
연수대우.삼환,동춘동,90.18,"48,000",1994,15,2024,10,20
연수대우.삼환,동춘동,120.72,"53,300",1994,11,2024,10,12
연수대우.삼환,동춘동,90.18,"41,000",1994,13,2024,10,22
송도파크자이,동춘동,84.9246,"51,300",2019,4,2024,10,11
송도푸르지오하버뷰,송도동,150.2994,"146,000",2011,21,2024,10,12
송도글로벌파크베르디움,송도동,63.9721,"73,000",2017,18,2024,10,19
유천,연수동,84.87,"33,000",1993,11,2024,10,11
솔밭마을아파트,연수동,49.56,"20,000",1993,15,2024,10,10
더샵송도마리나베이,송도동,84.202,"66,000",2020,14,2024,10,23
송도풍림아이원2단지,송도동,84.94,"50,000",2005,4,2024,10,28
"승기마을,연수1차시영",연수동,26.82,"12,400",1992,10,2024,10,12
송도오션파크베르디움,송도동,75.9833,"60,000",2020,5,2024,10,14
송도오션파크베르디움,송도동,84.847,"67,300",2020,28,2024,10,19
"연수타운(금호,동아)",동춘동,101.97,"44,800",1993,4,2024,10,26
송도더샵센트럴시티,송도동,59.99,"64,000",2018,17,2024,10,26
송도더샵그린워크3차(18-1블럭),송도동,84.73,"81,500",2015,12,2024,10,19
우성,옥련동,59.929,"24,000",1996,11,2024,10,6
베르디움더퍼스트,송도동,84.9572,"71,000",2017,8,2024,10,9
송도더샵하버뷰(D14),송도동,116.317,"120,000",2011,19,2024,10,18
연수주공2차,연수동,49.94,"20,000",1992,6,2024,10,9
송도글로벌파크베르디움,송도동,84.9359,"85,500",2017,4,2024,10,13
송도아트윈푸르지오,송도동,106.78,"129,500",2015,52,2024,10,19
솔밭마을아파트,연수동,49.56,"22,400",1993,11,2024,10,16
성지리벨루스,송도동,84.586,"66,000",2006,10,2024,10,19
e편한세상송도,송도동,84.4163,"67,500",2018,28,2024,10,1
주공3,연수동,44.66,"16,700",1993,2,2024,10,15
더샵그린워크2차,송도동,84.9859,"81,000",2014,29,2024,10,19
우성2,연수동,40.5,"22,700",1994,15,2024,10,19
한양1,동춘동,101.9,"42,500",1994,21,2024,10,10
우성1,연수동,131.93,"52,000",1994,14,2024,10,22
송도더샵마스터뷰21BL,송도동,84.92,"80,000",2015,10,2024,10,17
송도더샵센트럴시티,송도동,72.99,"73,900",2018,27,2024,10,19
송도더샵퍼스트파크F15BL,송도동,59.98,"77,700",2017,8,2024,10,9
백산,옥련동,59.76,"16,900",1994,14,2024,10,14
풍림2,동춘동,45.36,"25,500",1993,8,2024,10,23
힐스테이트레이크송도2차,송도동,84.96,"75,000",2020,29,2024,10,17
송도오션파크베르디움,송도동,84.9128,"67,000",2020,15,2024,10,15
더샵엑스포9단지,송도동,113.7554,"92,000",2009,12,2024,10,18
송도오션파크베르디움,송도동,75.9833,"55,000",2020,2,2024,10,14
랜드마크시티센트럴더샵,송도동,84.9999,"66,700",2020,26,2024,10,9
e편한세상송도,송도동,70.3826,"53,700",2018,28,2024,10,19
송도에듀포레푸르지오,송도동,59.941,"57,500",2016,2,2024,10,19
송도글로벌파크베르디움,송도동,74.9307,"84,500",2017,24,2024,10,18
송도더샵센트럴시티,송도동,59.99,"60,000",2018,8,2024,10,9
무지개마을,동춘동,59.76,"34,000",1995,6,2024,10,19
송도더샵마스터뷰21BL,송도동,125.51,"128,500",2015,11,2024,10,17
송도더샵센트럴시티,송도동,59.97,"62,500",2018,5,2024,10,10
경남,연수동,84.935,"31,500",1993,1,2024,10,10
송도파크레인동일하이빌,동춘동,66.947,"46,000",2019,8,2024,10,1
송도글로벌파크베르디움,송도동,84.9359,"91,500",2017,6,2024,10,14
현대2차아파트,옥련동,59.985,"26,950",1995,3,2024,10,17
더샵센트럴파크1,송도동,96.318,"90,000",2010,39,2024,10,18
현대4,옥련동,84.6,"36,800",1997,8,2024,10,22
송도더샵파크애비뉴,송도동,84.51,"120,000",2018,14,2024,10,14
백산2,옥련동,84.8,"32,000",1997,17,2024,10,17
랜드마크시티센트럴더샵,송도동,84.9999,"68,500",2020,43,2024,10,10
연수대우.삼환,동춘동,120.72,"52,000",1994,14,2024,10,15
힐스테이트레이크송도1차,송도동,84.93,"72,500",2019,10,2024,10,14
현대1,옥련동,71.265,"20,000",1994,7,2024,10,19
한양1,동춘동,88.86,"40,500",1994,3,2024,10,12
송도SKVIEW,송도동,84.9753,"72,000",2019,12,2024,10,15
서해,옥련동,59.885,"23,000",1995,7,2024,10,9
대동,선학동,73.36,"23,650",1992,15,2024,10,12
대동,선학동,84.06,"25,500",1992,6,2024,10,10
송도더샵퍼스트파크F13-1BL,송도동,108.08,"137,000",2017,30,2024,10,5
우성1,연수동,101.97,"42,000",1994,22,2024,10,9
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,42,2024,10,11
대우1,연수동,101.76,"38,000",1992,13,2024,10,11
무지개마을,동춘동,84.965,"43,300",1995,9,2024,10,9
송도파크레인동일하이빌,동춘동,84.9948,"51,000",2019,18,2024,10,10
연수주공2차,연수동,49.94,"20,800",1992,8,2024,10,11
송도더샵하버뷰(D13),송도동,101.132,"104,000",2011,13,2024,10,2
송도SK뷰센트럴,송도동,84.6566,"86,600",2020,28,2024,10,16
대림3,동춘동,53.01,"19,000",1993,4,2024,10,3
베르디움더퍼스트,송도동,84.9572,"75,000",2017,23,2024,10,14
송도풍림아이원3단지,송도동,84.94,"54,400",2005,4,2024,10,12
송도더샵센트럴시티,송도동,59.97,"64,800",2018,38,2024,10,3
베르디움더퍼스트,송도동,84.9572,"68,800",2017,9,2024,10,21
베르디움더퍼스트,송도동,63.9487,"62,500",2017,23,2024,10,19
송도자이하버뷰2단지,송도동,118.602,"114,000",2011,17,2024,10,12
호반써밋송도,송도동,84.8714,"69,500",2023,33,2024,10,19
송도더샵센트럴시티,송도동,59.99,"60,000",2018,8,2024,10,9
우성1,연수동,133.623,"55,500",1994,12,2024,10,2
송도더샵퍼스트파크F14BL,송도동,84.9,"105,500",2017,17,2024,10,4
우성2,연수동,59.59,"36,400",1994,13,2024,10,13
우성2,연수동,59.59,"35,000",1994,3,2024,10,16
대동,연수동,52.14,"28,500",1993,4,2024,10,9
무지개마을,동춘동,59.76,"34,000",1995,5,2024,10,15
송도더샵센트럴시티,송도동,59.99,"60,000",2018,8,2024,10,9
힐스테이트레이크송도3차,송도동,84.06,"78,500",2023,4,2024,10,4
송도더샵하버뷰(D15),송도동,99.8516,"95,000",2012,18,2024,10,9
더샵그린워크1차,송도동,84.8682,"81,000",2014,13,2024,10,2
해모로월드뷰,송도동,84.9778,"72,500",2012,13,2024,10,14
송도글로벌파크베르디움,송도동,63.9721,"72,000",2017,20,2024,10,6
송도아메리칸타운아이파크,송도동,84.0784,"90,000",2018,29,2024,10,10
우성2,연수동,40.5,"22,900",1994,11,2024,10,12
럭키송도,옥련동,101.49,"34,000",1993,8,2024,10,15
대동,동춘동,75.255,"30,800",1994,5,2024,10,1
송도SKVIEW,송도동,84.6541,"72,000",2019,30,2024,10,4
대림,연수동,62.482,"35,000",1993,8,2024,10,10
랜드마크시티센트럴더샵,송도동,84.7966,"62,400",2020,8,2024,10,15
동춘마을,동춘동,59.3,"25,000",1994,5,2024,10,16
송도아트윈푸르지오,송도동,84.98,"84,500",2015,38,2024,10,9
연수대우.삼환,동춘동,90.18,"44,100",1994,13,2024,10,2
송도더샵센트럴시티,송도동,72.99,"73,400",2018,28,2024,10,15
송도SK뷰센트럴,송도동,84.6566,"57,000",2020,14,2024,10,14
베르디움더퍼스트,송도동,84.9572,"73,300",2017,8,2024,10,15
우성2,연수동,59.59,"35,200",1994,3,2024,10,15
더샵센트럴파크2,송도동,71.7602,"64,800",2011,22,2024,10,3
우성2,연수동,40.5,"22,900",1994,15,2024,10,12
세경,연수동,51.75,"21,000",1997,11,2024,10,10
세경,연수동,51.75,"20,000",1997,4,2024,10,11
연수주공2차,연수동,41.3,"16,800",1992,15,2024,10,5
연수주공2차,연수동,49.94,"20,900",1992,7,2024,10,14
동춘마을,동춘동,59.36,"25,000",1994,5,2024,10,15
송도아트윈푸르지오,송도동,84.97,"82,000",2015,27,2024,10,4
대동,연수동,52.14,"26,000",1993,2,2024,10,2
송도풍림아이원1단지,송도동,84.9146,"57,500",2005,12,2024,10,9
랜드마크시티센트럴더샵,송도동,84.9999,"68,800",2020,48,2024,10,5
연수주공2차,연수동,49.94,"20,700",1992,14,2024,10,4
송도풍림아이원1단지,송도동,84.7167,"57,450",2005,12,2024,10,7
시대,청학동,49.585,"23,500",1994,3,2024,10,4
솔밭마을아파트,연수동,49.56,"19,800",1993,1,2024,10,12
랜드마크시티센트럴더샵,송도동,84.9999,"65,800",2020,19,2024,10,6
송도더샵센트럴시티,송도동,59.99,"60,000",2018,8,2024,10,12
우성2,연수동,84.78,"44,500",1994,10,2024,10,14
현대2차아파트,옥련동,59.985,"25,000",1995,18,2024,10,9
송도캐슬&해모로,송도동,84.4815,"63,000",2013,25,2024,10,10
성지리벨루스,송도동,84.586,"59,950",2006,6,2024,10,13
송도더샵센트럴시티,송도동,59.99,"62,500",2018,20,2024,10,8
랜드마크시티센트럴더샵,송도동,84.9999,"65,000",2020,7,2024,10,12
베르디움더퍼스트,송도동,63.9487,"59,000",2017,10,2024,10,3
글로벌캠퍼스푸르지오,송도동,115.98,"96,300",2013,30,2024,10,14
송도웰카운티1단지,송도동,84.97,"73,000",2008,9,2024,10,3
연수대우.삼환,동춘동,120.72,"50,000",1994,16,2024,10,1
서해그랑블포레스트,동춘동,59.8632,"42,000",2019,12,2024,10,7
글로벌캠퍼스푸르지오,송도동,115.98,"96,300",2013,30,2024,10,14
송도동일하이빌파크포레,동춘동,59.9786,"39,300",2019,15,2024,10,11
송도웰카운티1단지,송도동,119.79,"83,000",2008,10,2024,10,7
송도더샵퍼스트파크F13-1BL,송도동,68.72,"79,500",2017,8,2024,10,9
송도더샵마스터뷰21BL,송도동,125.51,"113,500",2015,6,2024,10,4
글로벌캠퍼스푸르지오,송도동,115.98,"96,300",2013,30,2024,10,14
송도풍림아이원3단지,송도동,84.94,"56,200",2005,8,2024,10,11
베르디움더퍼스트,송도동,113.8722,"80,000",2017,1,2024,10,8
글로벌캠퍼스푸르지오,송도동,115.98,"93,000",2013,35,2024,10,5
더샵퍼스트월드,송도동,141.162,"132,500",2009,32,2024,10,3
더샵퍼스트월드,송도동,101.748,"83,000",2009,30,2024,10,5
하나타운1,청학동,59.79,"25,900",1995,1,2024,10,9
송도한진해모로,송도동,188.8443,"123,000",2006,20,2024,10,8
송도SKVIEW,송도동,84.8146,"70,000",2019,3,2024,10,2
송도더샵하버뷰(D15),송도동,84.8786,"78,500",2012,13,2024,10,4
연수주공2차,연수동,49.94,"19,900",1992,8,2024,10,10
현대5,옥련동,84.6,"33,200",1997,11,2024,10,10
송도오션파크베르디움,송도동,84.795,"63,700",2020,25,2024,10,5
더샵그린워크2차,송도동,84.3408,"77,500",2014,8,2024,10,8
원흥,옥련동,59.86,"18,000",1994,9,2024,10,1
서해그랑블포레스트,동춘동,59.8632,"41,500",2019,13,2024,10,5
"승기마을,연수1차시영",연수동,26.82,"12,300",1992,14,2024,10,9
송도글로벌파크베르디움,송도동,63.9721,"70,500",2017,11,2024,10,9
송도풍림아이원2단지,송도동,84.94,"57,300",2005,9,2024,10,3
