아파트,법정동,전용면적,거래금액,건축년도,층,거래년,거래월,거래일,거래금액_숫자,전용면적_숫자,층_숫자,건축년도_숫자,평수,평당가격,건물연령,거래일자
시대,청학동,35.743,"17,400",1994,8,2024,8,13,17400.0,35.743,8,1994,10.812257500000001,1609.2846475400718,30,2024-08-13
더샵송도마리나베이,송도동,84.916,"70,000",2020,12,2024,8,1,70000.0,84.916,12,2020,25.687089999999998,2725.1043228329877,4,2024-08-01
송도더샵퍼스트파크F15BL,송도동,84.9,"115,000",2017,31,2024,8,6,115000.0,84.9,31,2017,25.68225,4477.800815738497,7,2024-08-06
영남,연수동,84.8,"25,800",1992,5,2024,8,5,25800.0,84.8,5,1992,25.651999999999997,1005.7695306408858,32,2024-08-05
문남마을,연수동,49.24,"18,650",1994,5,2024,8,13,18650.0,49.24,5,1994,14.8951,1252.089613362784,30,2024-08-13
태산,연수동,84.56,"31,350",1993,1,2024,8,10,31350.0,84.56,1,1993,25.5794,1225.5955964565237,31,2024-08-10
한양1,동춘동,101.9,"47,500",1994,17,2024,8,17,47500.0,101.9,17,1994,30.82475,1540.9695131347373,30,2024-08-17
해모로월드뷰,송도동,84.8507,"69,000",2012,12,2024,8,6,69000.0,84.8507,12,2012,25.66733675,2688.2415060066564,12,2024-08-06
건영,동춘동,84.945,"37,000",1994,4,2024,8,10,37000.0,84.945,4,1994,25.695862499999997,1439.9205319533448,30,2024-08-10
풍림2,동춘동,84.22,"43,000",1993,6,2024,8,13,43000.0,84.22,6,1993,25.47655,1687.8266484276717,31,2024-08-13
우성2,연수동,40.5,"19,800",1994,3,2024,8,8,19800.0,40.5,3,1994,12.251249999999999,1616.1616161616164,30,2024-08-08
서해,옥련동,59.885,"23,000",1995,13,2024,8,6,23000.0,59.885,13,1995,18.1152125,1269.651128850959,29,2024-08-06
세경,연수동,51.75,"21,500",1997,9,2024,8,10,21500.0,51.75,9,1997,15.654375,1373.417974208488,27,2024-08-10
송도더샵센트럴시티,송도동,72.99,"72,000",2018,14,2024,8,10,72000.0,72.99,14,2018,22.079475,3260.9471013237408,6,2024-08-10
경남,연수동,84.935,"40,000",1993,10,2024,8,13,40000.0,84.935,10,1993,25.6928375,1556.854123255168,31,2024-08-13
e편한세상송도,송도동,70.5618,"58,000",2018,19,2024,8,3,58000.0,70.5618,19,2018,21.3449445,2717.271061538717,6,2024-08-03
래미안,동춘동,95.76,"39,000",1993,15,2024,8,5,39000.0,95.76,15,1993,28.9674,1346.3410592597195,31,2024-08-05
더샵엑스포6단지,송도동,128.4673,"87,000",2009,7,2024,8,2,87000.0,128.4673,7,2009,38.861358249999995,2238.7277212576587,15,2024-08-02
송도더샵퍼스트파크F13-1BL,송도동,68.96,"85,000",2017,40,2024,8,10,85000.0,68.96,40,2017,20.8604,4074.706141780599,7,2024-08-10
우성2,연수동,84.78,"41,800",1994,9,2024,8,12,41800.0,84.78,9,1994,25.64595,1629.8869802054517,30,2024-08-12
영남,연수동,84.94,"30,300",1992,4,2024,8,10,30300.0,84.94,4,1992,25.69435,1179.2475777748805,32,2024-08-10
송도파크자이,동춘동,84.9246,"54,800",2019,15,2024,8,12,54800.0,84.9246,15,2019,25.6896915,2133.1513459396742,5,2024-08-12
백산2,옥련동,59.98,"22,000",1997,18,2024,8,8,22000.0,59.98,18,1997,18.14395,1212.5253872502956,27,2024-08-08
연수주공2차,연수동,49.94,"18,400",1992,4,2024,8,8,18400.0,49.94,4,1992,15.10685,1217.9905142369191,32,2024-08-08
송도더샵그린워크3차(18-1블럭),송도동,84.72,"83,000",2015,21,2024,8,8,83000.0,84.72,21,2015,25.6278,3238.6705062471224,9,2024-08-08
e편한세상송도,송도동,70.2331,"56,500",2018,6,2024,8,9,56500.0,70.2331,6,2018,21.245512749999996,2659.3850976837457,6,2024-08-09
송도웰카운티3단지,송도동,76.24,"72,500",2010,9,2024,8,5,72500.0,76.24,9,2010,23.062599999999996,3143.6178054512507,14,2024-08-05
더샵퍼스트월드,송도동,105.469,"106,000",2009,18,2024,8,9,106000.0,105.469,18,2009,31.904372499999997,3322.4286106865134,15,2024-08-09
연수주공2차,연수동,41.3,"16,000",1992,12,2024,8,5,16000.0,41.3,12,1992,12.493249999999998,1280.691573449663,32,2024-08-05
송도파크레인동일하이빌,동춘동,84.9044,"53,000",2019,8,2024,8,5,53000.0,84.9044,8,2019,25.683580999999997,2063.5751688987607,5,2024-08-05
대림,동춘동,101.7,"44,000",1993,3,2024,8,9,44000.0,101.7,3,1993,30.76425,1430.231518727094,31,2024-08-09
송도더샵그린워크3차(17-1블럭),송도동,84.73,"77,000",2015,23,2024,8,6,77000.0,84.73,23,2015,25.630825,3004.195143933135,9,2024-08-06
동춘마을,동춘동,59.36,"25,900",1994,3,2024,8,11,25900.0,59.36,3,1994,17.9564,1442.3826602214253,30,2024-08-11
무지개마을,동춘동,59.76,"32,700",1995,7,2024,8,3,32700.0,59.76,7,1995,18.077399999999997,1808.8884463473732,29,2024-08-03
송도파크자이,동춘동,76.9835,"51,500",2019,6,2024,8,10,51500.0,76.9835,6,2019,23.28750875,2211.4860182285493,5,2024-08-10
송도SK뷰센트럴,송도동,84.6566,"79,000",2020,35,2024,8,1,79000.0,84.6566,35,2020,25.608621499999998,3084.8985760518194,4,2024-08-01
송도파크레인동일하이빌,동춘동,84.9948,"49,300",2019,4,2024,8,3,49300.0,84.9948,4,2019,25.710926999999998,1917.4726761116005,5,2024-08-03
연수대우.삼환,동춘동,90.18,"42,000",1994,3,2024,8,5,42000.0,90.18,3,1994,27.27945,1539.6204835508047,30,2024-08-05
풍림1,연수동,84.96,"34,000",1992,8,2024,8,10,34000.0,84.96,8,1992,25.7004,1322.9366079905371,32,2024-08-10
서해그랑블포레스트,동춘동,59.8632,"39,300",2019,5,2024,8,10,39300.0,59.8632,5,2019,18.108618,2170.237397464566,5,2024-08-10
송도캐슬&해모로,송도동,84.4691,"65,000",2013,33,2024,8,6,65000.0,84.4691,33,2013,25.55190275,2543.8418671188783,11,2024-08-06
연수서해그랑블1단지,동춘동,70.77,"43,500",2017,6,2024,8,8,43500.0,70.77,6,2017,21.407925,2031.9577913319486,7,2024-08-08
문남마을,연수동,49.24,"14,020",1994,5,2024,8,12,14020.0,49.24,5,1994,14.8951,941.2491356217816,30,2024-08-12
힐스테이트레이크송도2차,송도동,84.96,"71,700",2020,11,2024,8,5,71700.0,84.96,11,2020,25.7004,2789.839846850633,4,2024-08-05
서해그랑블포레스트,동춘동,59.8632,"38,800",2019,12,2024,8,8,38800.0,59.8632,12,2019,18.108618,2142.626234646951,5,2024-08-08
더샵그린워크1차,송도동,84.8682,"81,250",2014,21,2024,8,11,81250.0,84.8682,21,2014,25.6726305,3164.8490403038363,10,2024-08-11
송도에듀포레푸르지오,송도동,72.253,"70,500",2016,25,2024,8,10,70500.0,72.253,25,2016,21.8565325,3225.5802698804123,8,2024-08-10
송도풍림아이원1단지,송도동,84.7167,"59,500",2005,2,2024,8,3,59500.0,84.7167,2,2005,25.62680175,2321.7879695034517,19,2024-08-03
성일,연수동,39.74,"16,500",1994,4,2024,8,3,16500.0,39.74,4,1994,12.02135,1372.5579905751017,30,2024-08-03
우성2,연수동,59.59,"34,000",1994,4,2024,8,10,34000.0,59.59,4,1994,18.025975,1886.1670450558154,30,2024-08-10
삼성,옥련동,84.97,"30,000",1996,8,2024,8,8,30000.0,84.97,8,1996,25.703425,1167.1596295046284,28,2024-08-08
현대2차아파트,옥련동,59.985,"26,000",1995,20,2024,8,3,26000.0,59.985,20,1995,18.1454625,1432.8651033281735,29,2024-08-03
연수서해그랑블5단지,동춘동,53.5854,"28,500",2019,5,2024,8,6,28500.0,53.5854,5,2019,16.2095835,1758.2191423980757,5,2024-08-06
"연수타운(금호,동아)",동춘동,101.97,"41,800",1993,1,2024,8,9,41800.0,101.97,1,1993,30.845924999999998,1355.1222730393076,31,2024-08-09
송도SKVIEW,송도동,84.6932,"72,500",2019,27,2024,8,9,72500.0,84.6932,27,2019,25.619693,2829.8543624234685,5,2024-08-09
경남,연수동,84.935,"38,000",1993,10,2024,8,2,38000.0,84.935,10,1993,25.6928375,1479.0114170924096,31,2024-08-02
동남,동춘동,52.14,"22,000",1994,5,2024,8,8,22000.0,52.14,5,1994,15.77235,1394.846043867908,30,2024-08-08
연수대우.삼환,동춘동,90.18,"33,800",1994,19,2024,8,1,33800.0,90.18,19,1994,27.27945,1239.0279129527905,30,2024-08-01
풍림1,연수동,84.96,"33,000",1992,11,2024,8,1,33000.0,84.96,11,1992,25.7004,1284.0267077555213,32,2024-08-01
더샵송도마리나베이,송도동,84.4546,"68,800",2020,24,2024,8,7,68800.0,84.4546,24,2020,25.5475165,2693.0210613622658,4,2024-08-07
동남,동춘동,52.14,"21,600",1994,5,2024,8,8,21600.0,52.14,5,1994,15.77235,1369.4852067066734,30,2024-08-08
연수대우.삼환,동춘동,90.18,"38,300",1994,19,2024,8,1,38300.0,90.18,19,1994,27.27945,1403.987250476091,30,2024-08-01
e편한세상송도,송도동,70.5618,"59,900",2018,26,2024,8,8,59900.0,70.5618,26,2018,21.3449445,2806.2851135546407,6,2024-08-08
더샵그린워크2차,송도동,84.3408,"78,500",2014,19,2024,8,7,78500.0,84.3408,19,2014,25.513092,3076.851680697894,10,2024-08-07
송도더샵퍼스트파크F13-1BL,송도동,84.9,"99,800",2017,9,2024,8,2,99800.0,84.9,9,2017,25.68225,3885.9523600930606,7,2024-08-02
연수서해그랑블1단지,동춘동,84.98,"52,800",2017,17,2024,8,8,52800.0,84.98,17,2017,25.70645,2053.9592203513125,7,2024-08-08
한양1,동춘동,101.9,"46,800",1994,10,2024,8,5,46800.0,101.9,10,1994,30.82475,1518.2604887306466,30,2024-08-05
송도캐슬&해모로,송도동,84.4815,"57,000",2013,16,2024,8,1,57000.0,84.4815,16,2013,25.555653749999998,2230.426212438412,11,2024-08-01
랜드마크시티센트럴더샵,송도동,95.8548,"72,000",2020,20,2024,8,3,72000.0,95.8548,20,2020,28.996077,2483.0945234419123,4,2024-08-03
풍림2,동춘동,45.36,"27,000",1993,8,2024,8,7,27000.0,45.36,8,1993,13.7214,1967.7292404565133,31,2024-08-07
주공3,연수동,44.66,"14,000",1993,8,2024,8,6,14000.0,44.66,8,1993,13.509649999999999,1036.2962771056245,31,2024-08-06
동춘마을,동춘동,59.3,"25,500",1994,1,2024,8,7,25500.0,59.3,1,1994,17.93825,1421.5433501038285,30,2024-08-07
송도에듀포레푸르지오,송도동,84.517,"80,200",2016,40,2024,8,6,80200.0,84.517,40,2016,25.5663925,3136.9306404882896,8,2024-08-06
송도더샵센트럴시티,송도동,59.97,"63,500",2018,11,2024,8,6,63500.0,59.97,11,2018,18.140925,3500.3727759196404,6,2024-08-06
송도더샵그린애비뉴7단지,송도동,112.1643,"108,000",2012,21,2024,8,6,108000.0,112.1643,21,2012,33.929700749999995,3183.051946015174,12,2024-08-06
e편한세상송도,송도동,70.5618,"57,500",2018,10,2024,8,3,57500.0,70.5618,10,2018,21.3449445,2693.8463110082107,6,2024-08-03
무지개마을,동춘동,59.76,"34,000",1995,11,2024,8,6,34000.0,59.76,11,1995,18.077399999999997,1880.8014426853422,29,2024-08-06
송도더샵센트럴시티,송도동,59.97,"65,600",2018,15,2024,8,6,65600.0,59.97,15,2018,18.140925,3616.133135438243,6,2024-08-06
더샵그린워크2차,송도동,124.8796,"104,000",2014,2,2024,8,5,104000.0,124.8796,2,2014,37.776078999999996,2753.064975324729,10,2024-08-05
힐스테이트레이크송도2차,송도동,84.96,"70,000",2020,9,2024,8,3,70000.0,84.96,9,2020,25.7004,2723.693016451106,4,2024-08-03
송도더샵마스터뷰21BL,송도동,84.94,"86,300",2015,20,2024,8,4,86300.0,84.94,20,2015,25.69435,3358.715048249907,9,2024-08-04
풍림2,동춘동,45.36,"26,000",1993,4,2024,8,1,26000.0,45.36,4,1993,13.7214,1894.8503796988646,31,2024-08-01
풍림2,동춘동,45.36,"26,000",1993,4,2024,8,5,26000.0,45.36,4,1993,13.7214,1894.8503796988646,31,2024-08-05
대동,동춘동,75.255,"30,000",1994,1,2024,8,2,30000.0,75.255,1,1994,22.7646375,1317.8334159724704,30,2024-08-02
송도에듀포레푸르지오,송도동,72.217,"65,500",2016,17,2024,8,3,65500.0,72.217,17,2016,21.8456425,2998.3096171238726,8,2024-08-03
백산,옥련동,59.76,"17,900",1994,2,2024,8,3,17900.0,59.76,2,1994,18.077399999999997,990.186641884342,30,2024-08-03
송도더샵그린워크3차(17-1블럭),송도동,69.91,"63,200",2015,3,2024,8,1,63200.0,69.91,3,2015,21.147775,2988.494061431995,9,2024-08-01
풍림3,동춘동,84.3,"33,950",1993,4,2024,8,1,33950.0,84.3,4,1993,25.50075,1331.3333921551327,31,2024-08-01
송도동일하이빌파크포레,동춘동,59.9786,"37,000",2019,7,2024,8,5,37000.0,59.9786,7,2019,18.1435265,2039.294841606454,5,2024-08-05
동남,동춘동,52.14,"19,200",1994,1,2024,8,3,19200.0,52.14,1,1994,15.77235,1217.3201837392653,30,2024-08-03
성일,연수동,59.75,"23,300",1994,6,2024,8,3,23300.0,59.75,6,1994,18.074375,1289.1178809779037,30,2024-08-03
태평2,동춘동,59.885,"27,000",1995,14,2024,8,3,27000.0,59.885,14,1995,18.1152125,1490.4600208250388,29,2024-08-03
우성2,연수동,59.59,"37,800",1994,15,2024,8,2,37800.0,59.59,15,1994,18.025975,2096.973950091465,30,2024-08-02
풍림1,연수동,84.96,"33,400",1992,7,2024,8,3,33400.0,84.96,7,1992,25.7004,1299.5906678495278,32,2024-08-03
우성2,연수동,59.59,"36,300",1994,25,2024,8,3,36300.0,59.59,25,1994,18.025975,2013.7606981037088,30,2024-08-03
대림,연수동,62.482,"34,300",1993,8,2024,8,2,34300.0,62.482,8,1993,18.900805,1814.7375204389443,31,2024-08-02
송도캐슬&해모로,송도동,84.4815,"60,000",2013,14,2024,8,3,60000.0,84.4815,14,2013,25.555653749999998,2347.8170657246446,11,2024-08-03
글로벌캠퍼스푸르지오,송도동,115.98,"87,500",2013,8,2024,8,2,87500.0,115.98,8,2013,35.08395,2494.0179198750425,11,2024-08-02
솔밭마을아파트,연수동,49.56,"21,000",1993,13,2024,8,1,21000.0,49.56,13,1993,14.991900000000001,1400.7564084605685,31,2024-08-01
송도자이하버뷰1단지,송도동,94.477,"75,200",2011,16,2024,9,12,75200.0,94.477,16,2011,28.5792925,2631.275774234089,13,2024-09-12
송도파크레인동일하이빌,동춘동,74.2443,"50,600",2019,28,2024,9,28,50600.0,74.2443,28,2019,22.458900749999998,2253.0043016464197,5,2024-09-28
송도파크자이,동춘동,84.9246,"50,000",2019,1,2024,9,26,50000.0,84.9246,1,2019,25.6896915,1946.3059725726953,5,2024-09-26
더샵퍼스트월드,송도동,141.162,"108,000",2009,12,2024,9,25,108000.0,141.162,12,2009,42.701505,2529.184861282992,15,2024-09-25
"승기마을,연수1차시영",연수동,44.22,"17,000",1992,2,2024,9,26,17000.0,44.22,2,1992,13.37655,1270.8807577439625,32,2024-09-26
송도더샵센트럴시티,송도동,84.97,"80,500",2018,2,2024,9,13,80500.0,84.97,2,2018,25.703425,3131.8783391707525,6,2024-09-13
더샵송도프라임뷰25BL,송도동,107.6,"112,500",2021,7,2024,9,24,112500.0,107.6,7,2021,32.549,3456.327383329749,3,2024-09-24
연수서해그랑블5단지,동춘동,53.5854,"28,500",2019,5,2024,9,25,28500.0,53.5854,5,2019,16.2095835,1758.2191423980757,5,2024-09-25
송도에듀포레푸르지오,송도동,59.859,"58,000",2016,5,2024,9,27,58000.0,59.859,5,2016,18.1073475,3203.119617602744,8,2024-09-27
e편한세상송도,송도동,70.5618,"57,500",2018,27,2024,9,22,57500.0,70.5618,27,2018,21.3449445,2693.8463110082107,6,2024-09-22
롯데캐슬캠퍼스타운,송도동,101.3056,"84,000",2016,4,2024,9,2,84000.0,101.3056,4,2016,30.644944,2741.0720672225734,8,2024-09-02
송도SKVIEW,송도동,84.6541,"73,200",2019,8,2024,9,18,73200.0,84.6541,8,2019,25.60786525,2858.4967659496724,5,2024-09-18
현대2차아파트,옥련동,59.985,"25,500",1995,4,2024,9,26,25500.0,59.985,4,1995,18.1454625,1405.3100051872473,29,2024-09-26
송도에듀포레푸르지오,송도동,72.217,"65,000",2016,13,2024,9,26,65000.0,72.217,13,2016,21.8456425,2975.4217574511713,8,2024-09-26
송도오션파크베르디움,송도동,84.847,"67,000",2020,31,2024,9,21,67000.0,84.847,31,2020,25.6662175,2610.435293007238,4,2024-09-21
연수서해그랑블1단지,동춘동,70.77,"47,000",2017,8,2024,9,24,47000.0,70.77,8,2017,21.407925,2195.4486481057834,7,2024-09-24
현대1,동춘동,84.97,"48,000",1993,6,2024,9,20,48000.0,84.97,6,1993,25.703425,1867.4554072074052,31,2024-09-20
힐스테이트레이크송도2차,송도동,99.98,"80,000",2020,25,2024,9,18,80000.0,99.98,25,2020,30.24395,2645.1571305996736,4,2024-09-18
송도SKVIEW,송도동,84.6541,"74,700",2019,24,2024,9,21,74700.0,84.6541,24,2019,25.60786525,2917.0725193502803,5,2024-09-21
송도SKVIEW,송도동,84.9753,"71,000",2019,31,2024,9,19,71000.0,84.9753,31,2019,25.70502825,2762.1055036187327,5,2024-09-19
아주,선학동,84.06,"27,900",1992,9,2024,9,28,27900.0,84.06,9,1992,25.42815,1097.2091953209338,32,2024-09-28
우성2,연수동,84.78,"43,000",1994,2,2024,9,27,43000.0,84.78,2,1994,25.64595,1676.677993991254,30,2024-09-27
대우3,동춘동,99.9595,"34,000",1993,4,2024,9,19,34000.0,99.9595,4,1993,30.23774875,1124.4223331937037,31,2024-09-19
용담마을,청학동,49.995,"22,000",1994,5,2024,9,27,22000.0,49.995,5,1994,15.1234875,1454.6909236378183,30,2024-09-27
베르디움더퍼스트,송도동,63.9487,"60,000",2017,11,2024,9,28,60000.0,63.9487,11,2017,19.34448175,3101.659727844609,7,2024-09-28
송도더샵그린워크3차(18-1블럭),송도동,84.73,"83,000",2015,32,2024,9,24,83000.0,84.73,32,2015,25.630825,3238.2882720318207,9,2024-09-24
더샵송도프라임뷰25BL,송도동,107.6,"112,500",2021,7,2024,9,24,112500.0,107.6,7,2021,32.549,3456.327383329749,3,2024-09-24
연수대우.삼환,동춘동,102.0,"47,000",1994,18,2024,9,28,47000.0,102.0,18,1994,30.855,1523.253929671042,30,2024-09-28
효정,연수동,84.95,"36,200",1993,6,2024,9,24,36200.0,84.95,6,1993,25.697375,1408.704196440298,31,2024-09-24
시대,청학동,35.743,"17,800",1994,12,2024,9,28,17800.0,35.743,12,1994,10.812257500000001,1646.279696908809,30,2024-09-28
더샵그린워크2차,송도동,84.3408,"80,000",2014,12,2024,9,21,80000.0,84.3408,12,2014,25.513092,3135.6450249150516,10,2024-09-21
시대,청학동,35.743,"18,000",1994,14,2024,9,30,18000.0,35.743,14,1994,10.812257500000001,1664.7772215931777,30,2024-09-30
롯데캐슬캠퍼스타운,송도동,84.578,"78,000",2016,9,2024,9,27,78000.0,84.578,9,2016,25.584845,3048.6797946206043,8,2024-09-27
더샵송도마리나베이,송도동,84.9738,"80,000",2020,6,2024,9,8,80000.0,84.9738,6,2020,25.7045745,3112.286492040551,4,2024-09-08
더샵송도프라임뷰20BL,송도동,114.26,"136,500",2022,27,2024,9,27,136500.0,114.26,27,2022,34.56365,3949.235685467246,2,2024-09-27
송도풍림아이원2단지,송도동,84.94,"56,300",2005,9,2024,9,28,56300.0,84.94,9,2005,25.69435,2191.1431890668573,19,2024-09-28
e편한세상송도,송도동,70.5618,"58,500",2018,25,2024,9,21,58500.0,70.5618,25,2018,21.3449445,2740.6958120692234,6,2024-09-21
무지개마을,동춘동,84.965,"45,500",1995,3,2024,9,26,45500.0,84.965,3,1995,25.7019125,1770.2962765903121,29,2024-09-26
태산,연수동,84.56,"35,000",1993,10,2024,9,28,35000.0,84.56,10,1993,25.5794,1368.2885446883038,31,2024-09-28
송도오션파크베르디움,송도동,75.9833,"59,800",2020,6,2024,9,30,59800.0,75.9833,6,2020,22.98494825,2601.7026164068047,4,2024-09-30
더샵송도마리나베이,송도동,84.9738,"80,000",2020,6,2024,9,8,80000.0,84.9738,6,2020,25.7045745,3112.286492040551,4,2024-09-08
힐스테이트레이크송도2차,송도동,84.96,"73,500",2020,19,2024,9,21,73500.0,84.96,19,2020,25.7004,2859.8776672736612,4,2024-09-21
송도파크레인동일하이빌,동춘동,74.2443,"49,000",2019,5,2024,9,27,49000.0,74.2443,5,2019,22.458900749999998,2181.763058906612,5,2024-09-27
경남,연수동,70.28,"34,200",1993,10,2024,9,30,34200.0,70.28,10,1993,21.2597,1608.6774507636514,31,2024-09-30
롯데캐슬,송도동,110.7602,"87,000",2012,32,2024,9,15,87000.0,110.7602,32,2012,33.504960499999996,2596.630430291061,12,2024-09-15
송도더샵하버뷰(D13),송도동,101.319,"106,000",2011,20,2024,9,13,106000.0,101.319,20,2011,30.6489975,3458.514426124378,13,2024-09-13
송도더샵센트럴시티,송도동,72.99,"74,000",2018,35,2024,9,29,74000.0,72.99,35,2018,22.079475,3351.5289652494002,6,2024-09-29
동남,동춘동,52.14,"21,000",1994,6,2024,9,21,21000.0,52.14,6,1994,15.77235,1331.4439509648214,30,2024-09-21
더샵퍼스트월드,송도동,147.358,"118,000",2009,29,2024,9,21,118000.0,147.358,29,2009,44.575795,2647.1765674622293,15,2024-09-21
힐스테이트레이크송도1차,송도동,84.92,"73,750",2019,18,2024,9,27,73750.0,84.92,18,2019,25.688299999999998,2870.956816916651,5,2024-09-27
현대1,동춘동,84.97,"47,800",1993,7,2024,9,28,47800.0,84.97,7,1993,25.703425,1859.6743430107078,31,2024-09-28
베르디움더퍼스트,송도동,63.9029,"58,500",2017,6,2024,9,26,58500.0,63.9029,6,2017,19.33062725,3026.285657647245,7,2024-09-26
대동,선학동,84.4,"25,200",1992,1,2024,9,4,25200.0,84.4,1,1992,25.531000000000002,987.0353687673808,32,2024-09-04
송도더샵퍼스트파크F13-1BL,송도동,68.72,"88,500",2017,31,2024,9,27,88500.0,68.72,31,2017,20.7878,4257.304765295029,7,2024-09-27
송도웰카운티1단지,송도동,101.99,"79,000",2008,4,2024,9,24,79000.0,101.99,4,2008,30.851974999999996,2560.6140287615303,16,2024-09-24
더샵송도마리나베이,송도동,84.9738,"80,000",2020,6,2024,9,8,80000.0,84.9738,6,2020,25.7045745,3112.286492040551,4,2024-09-08
대동,선학동,73.36,"25,250",1992,12,2024,9,20,25250.0,73.36,12,1992,22.191399999999998,1137.8281676685565,32,2024-09-20
송도웰카운티1단지,송도동,134.99,"83,300",2008,1,2024,9,19,83300.0,134.99,1,2008,40.834475000000005,2039.9429648599619,16,2024-09-19
송도오션파크베르디움,송도동,75.9833,"61,000",2020,11,2024,9,14,61000.0,75.9833,11,2020,22.98494825,2653.910695665804,4,2024-09-14
더샵그린워크2차,송도동,74.8873,"72,000",2014,20,2024,9,27,72000.0,74.8873,20,2014,22.65340825,3178.329689087734,10,2024-09-27
솔밭마을아파트,연수동,49.56,"20,000",1993,4,2024,9,21,20000.0,49.56,4,1993,14.991900000000001,1334.0537223433987,31,2024-09-21
송도더샵하버뷰(D15),송도동,84.8786,"75,000",2012,3,2024,9,27,75000.0,84.8786,3,2012,25.6757765,2921.0411611115246,12,2024-09-27
더샵그린스퀘어,송도동,98.2428,"80,900",2014,40,2024,9,25,80900.0,98.2428,40,2014,29.718447,2722.2149259683724,10,2024-09-25
현대5,옥련동,84.6,"33,800",1997,9,2024,9,24,33800.0,84.6,9,1997,25.591499999999996,1320.7510306156344,27,2024-09-24
아이파크송도,송도동,101.8545,"83,400",2005,17,2024,9,24,83400.0,101.8545,17,2005,30.81098625,2706.826692378275,19,2024-09-24
연수서해그랑블5단지,동춘동,53.5854,"28,500",2019,5,2024,9,26,28500.0,53.5854,5,2019,16.2095835,1758.2191423980757,5,2024-09-26
주공3,연수동,44.66,"16,800",1993,3,2024,9,23,16800.0,44.66,3,1993,13.509649999999999,1243.5555325267494,31,2024-09-23
송도더샵그린워크3차(17-1블럭),송도동,104.85,"95,000",2015,15,2024,9,11,95000.0,104.85,15,2015,31.717124999999996,2995.227341696324,9,2024-09-11
e편한세상송도,송도동,70.5618,"57,500",2018,27,2024,9,24,57500.0,70.5618,27,2018,21.3449445,2693.8463110082107,6,2024-09-24
송도웰카운티3단지,송도동,84.99,"78,750",2010,18,2024,9,24,78750.0,84.99,18,2010,25.709474999999998,3063.073049916422,14,2024-09-24
쌍용,옥련동,84.98,"31,000",1998,8,2024,9,29,31000.0,84.98,8,1998,25.70645,1205.9230271002025,26,2024-09-29
하나타운1,청학동,35.81,"17,500",1995,5,2024,9,26,17500.0,35.81,5,1995,10.832525,1615.5051569232473,29,2024-09-26
"승기마을,연수1차시영",연수동,44.22,"17,000",1992,2,2024,9,26,17000.0,44.22,2,1992,13.37655,1270.8807577439625,32,2024-09-26
송도에듀포레푸르지오,송도동,59.859,"58,000",2016,5,2024,9,27,58000.0,59.859,5,2016,18.1073475,3203.119617602744,8,2024-09-27
대림3,동춘동,53.01,"19,550",1993,4,2024,9,13,19550.0,53.01,4,1993,16.035525,1219.1680659036733,31,2024-09-13
대동,선학동,73.36,"25,250",1992,12,2024,9,20,25250.0,73.36,12,1992,22.191399999999998,1137.8281676685565,32,2024-09-20
뉴서울,선학동,126.89,"46,800",1992,12,2024,9,12,46800.0,126.89,12,1992,38.384225,1219.2508771507044,32,2024-09-12
대동,선학동,84.4,"25,200",1992,1,2024,9,4,25200.0,84.4,1,1992,25.531000000000002,987.0353687673808,32,2024-09-04
송도푸르지오하버뷰,송도동,101.7907,"95,000",2011,8,2024,9,19,95000.0,101.7907,8,2011,30.79168675,3085.2483259950027,13,2024-09-19
송도오션파크베르디움,송도동,84.795,"66,300",2020,15,2024,9,7,66300.0,84.795,15,2020,25.6504875,2584.7461963442215,4,2024-09-07
태산,연수동,84.56,"33,700",1993,9,2024,9,9,33700.0,84.56,9,1993,25.5794,1317.4663987427384,31,2024-09-09
현대5,옥련동,59.985,"24,800",1997,10,2024,9,30,24800.0,59.985,10,1997,18.1454625,1366.7328677899502,27,2024-09-30
연수푸르지오3단지,연수동,110.01,"47,000",2011,23,2024,9,30,47000.0,110.01,23,2011,33.278025,1412.3434308376172,13,2024-09-30
송도웰카운티2단지,송도동,101.99,"79,000",2007,10,2024,9,9,79000.0,101.99,10,2007,30.851974999999996,2560.6140287615303,17,2024-09-09
더샵엑스포9단지,송도동,99.3121,"83,500",2009,7,2024,9,24,83500.0,99.3121,7,2009,30.04191025,2779.450417937388,15,2024-09-24
더샵그린워크2차,송도동,84.3408,"80,000",2014,12,2024,9,21,80000.0,84.3408,12,2014,25.513092,3135.6450249150516,10,2024-09-21
송도더샵센트럴시티,송도동,59.99,"61,500",2018,14,2024,9,29,61500.0,59.99,14,2018,18.146975,3388.994584496865,6,2024-09-29
송도글로벌파크베르디움,송도동,63.9721,"69,000",2017,29,2024,9,19,69000.0,63.9721,29,2017,19.35156025,3565.6039672563356,7,2024-09-19
송도웰카운티1단지,송도동,119.79,"88,500",2008,8,2024,9,25,88500.0,119.79,8,2008,36.236475,2442.2905373660105,16,2024-09-25
뉴서울,선학동,84.53,"30,300",1992,18,2024,9,10,30300.0,84.53,18,1992,25.570325,1184.9673400709612,32,2024-09-10
우성1,연수동,101.97,"39,000",1994,3,2024,9,12,39000.0,101.97,3,1994,30.845924999999998,1264.348532261555,30,2024-09-12
송도더샵센트럴시티,송도동,59.97,"62,000",2018,13,2024,9,6,62000.0,59.97,13,2018,18.140925,3417.6868048349243,6,2024-09-06
랜드마크시티센트럴더샵,송도동,84.8166,"71,000",2020,38,2024,9,23,71000.0,84.8166,38,2020,25.6570215,2767.2736681457745,4,2024-09-23
